name,desc,star,fork,created_at,updated_at,lang
Dogfalo/materialize,"Materialize, a CSS Framework based on Material Design",38859,4832,2014-09-12T19:35:38Z,2024-01-30T02:11:03Z,JavaScript
type-challenges/type-challenges,Collection of TypeScript type challenges with online judge,38688,4185,2020-07-23T14:33:11Z,2024-01-30T05:28:00Z,TypeScript
vuetifyjs/vuetify,🐉 Vue Component Framework,38672,6988,2016-09-12T00:39:35Z,2024-01-30T01:35:30Z,TypeScript
react-hook-form/react-hook-form,📋 React Hooks for form state management and validation (Web + React Native),38532,1943,2019-03-05T23:47:10Z,2024-01-30T04:33:50Z,TypeScript
TanStack/query,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query.",38210,2561,2019-09-10T19:23:58Z,2024-01-30T05:21:12Z,TypeScript
RocketChat/Rocket.Chat,The communications platform that puts data protection first.,38187,9791,2015-05-19T07:36:09Z,2024-01-30T04:55:03Z,TypeScript
quilljs/quill,Quill is a modern WYSIWYG editor built for compatibility and extensibility.,38065,3192,2012-07-30T23:23:18Z,2024-01-30T02:48:18Z,TypeScript
hexojs/hexo,"A fast, simple & powerful blog framework, powered by Node.js.",38045,4745,2012-09-23T15:17:08Z,2024-01-30T05:18:01Z,JavaScript
nolimits4web/swiper,Most modern mobile touch slider with hardware accelerated transitions,37850,9815,2012-03-14T19:11:45Z,2024-01-30T05:48:53Z,JavaScript
n8n-io/n8n,Free and source-available fair-code licensed workflow automation tool. Easily automate tasks across different services.,37801,4472,2019-06-22T09:24:21Z,2024-01-30T05:46:53Z,TypeScript
jgraph/drawio,"draw.io is a JavaScript, client-side editor for general diagramming.",37594,7245,2016-09-06T12:59:15Z,2024-01-30T05:40:02Z,JavaScript
impress/impress.js,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,37446,6858,2011-12-28T22:23:19Z,2024-01-29T19:48:44Z,JavaScript
microsoft/monaco-editor,A browser based code editor,37223,3491,2016-06-07T16:56:31Z,2024-01-30T05:48:36Z,JavaScript
videojs/video.js,Video.js - open source HTML5 video player,36812,7520,2010-05-14T18:45:10Z,2024-01-30T03:17:56Z,JavaScript
prisma/prisma,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB",35967,1499,2019-06-20T13:33:47Z,2024-01-30T04:39:05Z,TypeScript
phaserjs/phaser,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",35900,7131,2013-04-12T12:27:51Z,2024-01-30T05:03:02Z,JavaScript
preactjs/preact,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,35701,2000,2015-09-11T02:40:18Z,2024-01-30T03:36:38Z,JavaScript
ant-design/ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,35469,8185,2017-08-25T10:40:44Z,2024-01-30T04:09:31Z,TypeScript
lerna/lerna,":dragon: Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",35196,2350,2015-12-04T09:36:55Z,2024-01-30T05:47:15Z,TypeScript
alvarotrigo/fullPage.js,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,34912,7422,2013-09-20T11:58:29Z,2024-01-30T02:48:22Z,JavaScript
koajs/koa,Expressive middleware for node.js using ES2017 async functions,34647,3323,2013-07-20T18:53:45Z,2024-01-30T05:33:55Z,JavaScript
lyswhut/lx-music-desktop,一个基于 electron 的音乐软件,34599,5479,2019-08-14T14:31:08Z,2024-01-30T03:22:08Z,TypeScript
sahat/hackathon-starter,A boilerplate for Node.js web applications,34593,8242,2013-11-13T17:24:12Z,2024-01-29T22:47:26Z,JavaScript
nativefier/nativefier,Make any web page a desktop application,34532,2201,2015-07-05T05:56:42Z,2024-01-29T23:41:08Z,TypeScript
SheetJS/sheetjs,📗 SheetJS Spreadsheet Data Toolkit -- New home https://git.sheetjs.com/SheetJS/sheetjs,34172,8101,2012-12-03T19:25:52Z,2024-01-30T03:35:42Z,JavaScript
zenorocha/clipboard.js,:scissors: Modern copy to clipboard. No Flash. Just 3kb gzipped :clipboard:,33682,4128,2015-09-18T23:04:55Z,2024-01-30T05:19:30Z,JavaScript
carbon-app/carbon,:black_heart: Create and share beautiful images of your source code,33632,1934,2017-06-16T02:50:28Z,2024-01-29T19:54:02Z,JavaScript
adobe/brackets,"An open source code editor for the web, written in JavaScript, HTML and CSS.",33334,7945,2011-12-07T21:14:40Z,2024-01-30T00:10:04Z,JavaScript
jaredpalmer/formik,"Build forms in React, without the tears 😭 ",33283,2784,2017-06-14T19:50:59Z,2024-01-30T04:52:30Z,TypeScript
date-fns/date-fns,⏳ Modern JavaScript date utility library ⌛️,33196,1820,2014-10-06T10:24:22Z,2024-01-30T05:36:36Z,TypeScript
typeorm/typeorm,"ORM for TypeScript and JavaScript. Supports MySQL, PostgreSQL, MariaDB, SQLite, MS SQL Server, Oracle, SAP Hana, WebSQL databases. Works in NodeJS, Browser, Ionic, Cordova and Electron platforms.",32821,6179,2016-02-29T07:41:14Z,2024-01-30T00:50:12Z,TypeScript
immutable-js/immutable-js,Immutable persistent data collections for Javascript which increase efficiency and simplicity.,32796,1877,2014-07-02T06:02:29Z,2024-01-30T05:28:55Z,TypeScript
naptha/tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,32589,2209,2015-06-24T02:49:52Z,2024-01-30T04:42:11Z,JavaScript
Kong/insomnia,"The open-source, cross-platform API client for GraphQL, REST, WebSockets, SSE and gRPC. With Cloud, Local and Git storage.",32262,1845,2016-04-23T03:54:26Z,2024-01-30T05:23:18Z,JavaScript
atlassian/react-beautiful-dnd,Beautiful and accessible drag and drop for lists with React,31796,2522,2017-08-09T03:37:15Z,2024-01-30T05:29:46Z,JavaScript
novuhq/novu,🔥 The open-source notification infrastructure with fully functional embedded notification center 🚀🚀🚀,31715,3375,2021-08-26T15:22:44Z,2024-01-30T05:43:45Z,TypeScript
markedjs/marked,A markdown parser and compiler. Built for speed.,31309,3405,2011-07-24T13:15:51Z,2024-01-30T02:57:51Z,JavaScript
trpc/trpc,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy. ,31304,1138,2020-07-18T01:17:11Z,2024-01-30T05:48:33Z,TypeScript
typicode/husky,Git hooks made easy 🐶 woof!,30954,1071,2014-06-23T12:14:21Z,2024-01-30T05:36:32Z,JavaScript
tldraw/tldraw,Infinite canvas app and SDK,30919,1800,2021-05-09T11:48:37Z,2024-01-30T05:02:59Z,TypeScript
hasura/graphql-engine,"Blazing fast, instant realtime GraphQL APIs on your DB with fine grained access control, also trigger webhooks on database events.",30642,2782,2018-06-18T07:57:36Z,2024-01-29T19:29:35Z,TypeScript
appsmithorg/appsmith,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",30473,3291,2020-06-30T04:07:36Z,2024-01-30T05:27:53Z,TypeScript
solidjs/solid,"A declarative, efficient, and flexible JavaScript library for building user interfaces.",30333,866,2018-04-24T16:36:27Z,2024-01-30T04:29:59Z,TypeScript
slidevjs/slidev,Presentation Slides for Developers,29927,1179,2021-04-24T01:25:23Z,2024-01-30T02:24:39Z,TypeScript
ReactiveX/rxjs,A reactive programming library for JavaScript,29908,3065,2015-03-15T06:17:10Z,2024-01-30T02:19:39Z,TypeScript
fastify/fastify,"Fast and low overhead web framework, for Node.js",29825,2234,2016-09-28T19:10:14Z,2024-01-30T03:18:42Z,JavaScript
vuejs/vue-cli,🛠️ webpack-based tooling for Vue.js Development,29750,6481,2015-12-26T23:11:20Z,2024-01-30T02:19:49Z,JavaScript
niklasvh/html2canvas,Screenshots with JavaScript,29429,4849,2011-07-16T01:05:58Z,2024-01-30T01:55:01Z,TypeScript
airbnb/lottie-web,"Render After Effects animations natively on Web, Android and iOS, and React Native. http://airbnb.io/lottie/",29404,2890,2015-02-20T21:02:59Z,2024-01-30T04:56:01Z,JavaScript
react-boilerplate/react-boilerplate,":fire: A highly scalable, offline-first foundation with the best developer experience and a focus on performance and best practices.",29326,6225,2015-02-18T14:36:32Z,2024-01-29T18:41:28Z,JavaScript
vercel/swr,React Hooks for Data Fetching,28852,1179,2019-10-28T18:16:01Z,2024-01-30T04:30:33Z,TypeScript
sequelize/sequelize,"Feature-rich ORM for modern Node.js and TypeScript, it supports PostgreSQL (with JSON and JSONB support), MySQL, MariaDB, SQLite, MS SQL Server, Snowflake, Oracle DB (v6), DB2 and DB2 for IBM i.",28837,4299,2010-07-22T07:11:11Z,2024-01-30T05:15:12Z,JavaScript
aosabook/500lines,500 Lines or Less,28803,5974,2013-11-04T02:02:53Z,2024-01-30T05:26:03Z,JavaScript
standard/standard,"🌟 JavaScript Style Guide, with linter & automatic code fixer",28761,2523,2015-01-27T01:23:31Z,2024-01-30T05:05:20Z,JavaScript
bigskysoftware/htmx,</> htmx - high power tools for HTML,28742,1031,2020-04-13T16:17:51Z,2024-01-30T05:44:40Z,JavaScript
webtorrent/webtorrent,⚡️ Streaming torrent client for the web,28705,2773,2013-10-15T08:16:40Z,2024-01-30T04:12:45Z,JavaScript
ianstormtaylor/slate,A completely customizable framework for building rich text editors. (Currently in beta.),28562,3247,2016-06-18T01:52:42Z,2024-01-30T05:30:14Z,TypeScript
reworkd/AgentGPT,"🤖 Assemble, configure, and deploy autonomous AI Agents in your browser.",28546,9163,2023-04-07T02:29:19Z,2024-01-30T03:33:03Z,TypeScript
layui/layui,一套遵循原生态开发模式的 Web UI 组件库，采用自身轻量级模块化规范，易上手，可以更简单快速地构建网页界面。,28533,7336,2015-09-22T08:12:03Z,2024-01-30T04:27:18Z,JavaScript
colinhacks/zod,TypeScript-first schema validation with static type inference,28431,986,2020-03-07T20:59:08Z,2024-01-30T02:24:10Z,TypeScript
tastejs/todomvc,"Helping you select an MV* framework - Todo apps for React.js, Ember.js, Angular, and many more",28399,13906,2011-06-03T19:56:33Z,2024-01-30T04:05:07Z,JavaScript
vuejs/vuex,🗃️ Centralized State Management for Vue.js.,28324,9724,2015-07-16T04:21:26Z,2024-01-29T10:12:13Z,JavaScript
SortableJS/Sortable,Reorderable drag-and-drop lists for modern browsers and touch devices. No jQuery or framework required.,28247,3689,2013-12-19T10:10:13Z,2024-01-30T01:59:17Z,JavaScript
qishibo/AnotherRedisDesktopManager,"🚀🚀🚀A faster, better and more stable Redis desktop manager [GUI client], compatible with Linux, Windows, Mac.",28209,2468,2019-01-08T06:01:56Z,2024-01-30T04:04:41Z,JavaScript
kenwheeler/slick,the last carousel you'll ever need,28193,5965,2014-03-24T02:10:05Z,2024-01-29T18:24:39Z,JavaScript
jashkenas/backbone,"Give your JS App some Backbone with Models, Views, Collections, and Events",28082,5558,2010-09-30T19:41:28Z,2024-01-30T03:20:32Z,JavaScript
postcss/postcss,Transforming styles with JS plugins,28054,1612,2013-09-24T23:06:48Z,2024-01-30T04:33:09Z,TypeScript
caolan/async,Async utilities for node and the browser,28021,2550,2010-06-01T21:01:30Z,2024-01-29T22:01:07Z,JavaScript
parallax/jsPDF,Client-side JavaScript PDF generation for everyone.,27976,4707,2009-12-06T14:56:32Z,2024-01-30T04:43:55Z,JavaScript
spacedriveapp/spacedrive,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust.",27896,915,2021-09-27T05:09:04Z,2024-01-30T05:49:15Z,TypeScript
portainer/portainer,Making Docker and Kubernetes management easy.,27881,2354,2016-05-19T20:15:28Z,2024-01-30T03:56:25Z,TypeScript
floating-ui/floating-ui,A JavaScript library to position floating elements and create interactions for them.,27850,1589,2016-03-29T17:00:47Z,2024-01-29T22:14:06Z,TypeScript
transloadit/uppy,The next open source file uploader for web browsers :dog: ,27810,1973,2015-11-16T12:32:33Z,2024-01-30T02:27:54Z,JavaScript
OAI/OpenAPI-Specification,The OpenAPI Specification Repository,27782,9256,2014-03-03T16:53:36Z,2024-01-30T04:36:49Z,JavaScript
GoogleChrome/lighthouse,"Automated auditing, performance metrics, and best practices for the web.",27578,9614,2016-03-08T01:03:11Z,2024-01-30T04:13:36Z,JavaScript
AykutSarac/jsoncrack.com,"✨ Innovative and open-source visualization application that transforms various data formats, such as JSON, YAML, XML, CSV and more, into interactive graphs.",27552,1580,2022-01-30T15:25:18Z,2024-01-30T05:31:47Z,TypeScript
StanGirard/quivr,"Your GenAI Second Brain 🧠  A personal productivity assistant (RAG) ⚡️🤖 Chat with your docs (PDF, CSV, ...)  & apps using Langchain, GPT 3.5 / 4 turbo, Private, Anthropic, VertexAI, Ollama, LLMs, that you can share with users !  Local & Private alternative to OpenAI GPTs & ChatGPT powered by retrieval-augmented generation.",27550,3145,2023-05-12T23:53:30Z,2024-01-30T05:21:45Z,TypeScript
mattermost/mattermost,Mattermost is an open source platform for secure collaboration across the entire software development lifecycle..,27387,6758,2015-06-15T06:50:02Z,2024-01-30T04:54:48Z,TypeScript
cheeriojs/cheerio,"The fast, flexible, and elegant library for parsing and manipulating HTML and XML.",27387,1692,2011-10-09T04:23:20Z,2024-01-29T21:32:32Z,TypeScript
lovell/sharp,"High performance Node.js image processing, the fastest module to resize JPEG, PNG, WebP, AVIF and TIFF images. Uses the libvips library.",27313,1313,2013-08-19T20:24:24Z,2024-01-30T04:00:28Z,JavaScript
jashkenas/underscore,JavaScript's utility _ belt,27186,5628,2009-10-25T18:31:06Z,2024-01-30T04:49:31Z,JavaScript
remoteintech/remote-jobs,A list of semi to fully remote-friendly companies (jobs) in tech.,27142,2957,2015-10-13T03:49:25Z,2024-01-30T04:45:45Z,JavaScript
balena-io/etcher,"Flash OS images to SD cards & USB drives, safely and easily.",27139,2037,2015-10-27T16:53:23Z,2024-01-30T03:39:06Z,TypeScript
mobxjs/mobx,"Simple, scalable state management.",27025,1807,2015-03-14T14:31:38Z,2024-01-30T03:45:17Z,TypeScript
pmndrs/react-spring,✌️ A spring physics based React animation library,27006,1198,2018-03-07T15:39:32Z,2024-01-29T22:54:49Z,TypeScript
JedWatson/react-select,The Select Component for React.js,26989,4127,2014-08-26T04:27:45Z,2024-01-30T03:43:42Z,TypeScript
calcom/cal.com,Scheduling infrastructure for absolutely everyone.,26925,5975,2021-03-22T13:47:42Z,2024-01-30T04:10:35Z,TypeScript
YMFE/yapi,YApi 是一个可本地部署的、打通前后端及QA的、可视化的接口管理平台,26851,4767,2016-05-30T09:09:09Z,2024-01-30T01:32:41Z,JavaScript
pnpm/pnpm,"Fast, disk space efficient package manager",26795,872,2016-01-28T07:40:43Z,2024-01-30T02:11:03Z,TypeScript
fabricjs/fabric.js,"Javascript Canvas Library, SVG-to-Canvas (& canvas-to-SVG) Parser",26788,3451,2010-06-09T22:24:38Z,2024-01-30T05:30:26Z,JavaScript
digitalocean/nginxconfig.io,⚙️ NGINX config generator on steroids 💉,26660,2008,2018-01-05T14:21:14Z,2024-01-30T04:29:34Z,JavaScript
angular/angular-cli,CLI tool for Angular,26540,12170,2015-06-04T19:49:37Z,2024-01-30T05:39:27Z,TypeScript
immerjs/immer,Create the next immutable state by mutating the current one,26537,876,2017-12-29T12:25:47Z,2024-01-30T04:50:30Z,JavaScript
codemirror/codemirror5,"In-browser code editor (version 5, legacy)",26423,5083,2011-01-14T13:44:03Z,2024-01-29T16:18:59Z,JavaScript
expo/expo,"An open-source platform for making universal native apps with React. Expo runs on Android, iOS, and the web.",26419,4541,2016-08-15T17:14:25Z,2024-01-30T05:47:29Z,TypeScript
Automattic/mongoose,MongoDB object modeling designed to work in an asynchronous environment.,26383,3832,2010-04-06T21:39:05Z,2024-01-30T01:19:45Z,JavaScript
remix-run/remix,"Build Better Websites. Create modern, resilient user experiences with web fundamentals.",26364,2239,2020-10-26T19:57:28Z,2024-01-30T05:11:36Z,TypeScript
ajaxorg/ace,Ace (Ajax.org Cloud9 Editor),26211,5371,2010-10-27T10:43:36Z,2024-01-30T03:23:09Z,JavaScript
GitbookIO/gitbook,📝 Modern documentation format and toolchain using Git and Markdown,26118,3854,2014-03-31T03:01:56Z,2024-01-29T17:10:11Z,JavaScript
docsifyjs/docsify,🃏 A magical documentation site generator.,26061,5713,2016-11-20T07:55:43Z,2024-01-30T04:35:19Z,JavaScript
toeverything/AFFiNE,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",25950,1892,2022-07-31T18:45:21Z,2024-01-30T05:19:48Z,TypeScript
codex-team/editor.js,A block-style editor with clean JSON output,25760,1964,2015-11-28T20:56:35Z,2024-01-30T05:33:37Z,TypeScript
ToolJet/ToolJet,"Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀",25759,3155,2021-03-30T08:51:34Z,2024-01-30T03:03:01Z,JavaScript
select2/select2,"Select2 is a jQuery based replacement for select boxes. It supports searching, remote data sets, and infinite scrolling of results.",25747,6365,2012-03-04T18:43:12Z,2024-01-29T19:02:30Z,JavaScript
tj/commander.js,node.js command-line interfaces made easy,25746,1760,2011-08-14T21:33:58Z,2024-01-30T01:15:49Z,JavaScript
bvaughn/react-virtualized,React components for efficiently rendering large lists and tabular data,25686,3140,2015-11-03T00:48:07Z,2024-01-29T12:29:08Z,JavaScript
request/request,🏊🏾 Simplified HTTP request client.,25664,3285,2011-01-23T01:25:14Z,2024-01-29T19:19:52Z,JavaScript
statelyai/xstate,Actor-based state management & orchestration for complex app logic.,25649,1196,2015-09-14T15:04:15Z,2024-01-30T04:09:55Z,TypeScript
Modernizr/Modernizr,Modernizr is a JavaScript library that detects HTML5 and CSS3 features in the user’s browser.,25582,3059,2009-09-25T20:13:23Z,2024-01-30T01:02:40Z,JavaScript
pmndrs/react-three-fiber,🇨🇭 A React renderer for Three.js,25115,1459,2019-02-25T14:31:51Z,2024-01-30T05:29:20Z,TypeScript
swagger-api/swagger-ui,"Swagger UI is a collection of HTML, JavaScript, and CSS assets that dynamically generate beautiful documentation from a Swagger-compliant API.",25111,8874,2011-07-15T22:56:39Z,2024-01-29T18:34:17Z,JavaScript
immich-app/immich,Self-hosted photo and video backup solution directly from your mobile phone.,25062,1162,2022-02-03T15:56:27Z,2024-01-30T05:35:32Z,TypeScript
sampotts/plyr,"A simple HTML5, YouTube and Vimeo player",24997,2922,2015-02-14T11:33:07Z,2024-01-30T04:57:25Z,JavaScript
akveo/ngx-admin,Customizable admin dashboard template based on Angular 10+,24912,7939,2016-05-25T10:09:03Z,2024-01-30T00:42:00Z,TypeScript
backstage/backstage,Backstage is an open platform for building developer portals,24897,5044,2020-01-24T22:39:49Z,2024-01-30T05:33:16Z,TypeScript
quasarframework/quasar,Quasar Framework - Build high-performance VueJS user interfaces in record time,24890,3417,2015-10-05T15:45:36Z,2024-01-30T01:54:48Z,JavaScript
nylas/nylas-mail,:love_letter: An extensible desktop mail app built on the modern web.  Forks welcome!,24792,1494,2014-10-16T18:29:12Z,2024-01-29T20:31:58Z,JavaScript
directus/directus,The Modern Data Stack 🐰 — Directus is an instant REST+GraphQL API and intuitive no-code data collaboration app for any SQL database.,24543,3443,2012-12-12T01:35:36Z,2024-01-30T05:48:23Z,TypeScript
discordjs/discord.js,A powerful JavaScript library for interacting with the Discord API,24481,4131,2015-08-10T13:36:26Z,2024-01-30T05:40:33Z,TypeScript
zadam/trilium,Build your personal knowledge base with Trilium Notes,24463,1667,2017-05-23T00:30:20Z,2024-01-30T04:41:23Z,JavaScript
rollup/rollup,Next-generation ES module bundler,24449,1478,2015-05-14T22:26:28Z,2024-01-30T01:17:52Z,JavaScript
feathericons/feather,Simply beautiful open-source icons,24255,1269,2014-05-28T19:49:55Z,2024-01-30T01:09:50Z,JavaScript
vuejs/devtools,⚙️ Browser devtools extension for debugging Vue.js applications.,24164,4190,2014-09-29T03:52:07Z,2024-01-30T02:04:20Z,TypeScript
vercel/pkg,Package your Node.js project into an executable,24131,1053,2016-08-08T19:41:59Z,2024-01-30T03:17:17Z,JavaScript
gchq/CyberChef,"The Cyber Swiss Army Knife - a web app for encryption, encoding, compression and data analysis",24073,2890,2016-11-28T10:34:07Z,2024-01-30T05:34:03Z,JavaScript
eslint/eslint,Find and fix problems in your JavaScript code.,23911,4585,2013-06-29T23:59:48Z,2024-01-30T04:47:26Z,JavaScript
angular/components,Component infrastructure and Material Design components for Angular,23892,6667,2016-01-04T18:50:02Z,2024-01-30T02:15:17Z,TypeScript
localForage/localForage,"💾 Offline storage, improved. Wraps IndexedDB, WebSQL, or localStorage using a simple but powerful API.",23874,1330,2013-10-31T00:10:06Z,2024-01-30T05:32:55Z,JavaScript
mckaywrigley/chatbot-ui,The open-source AI chat app for everyone.,23856,6440,2023-03-11T14:53:14Z,2024-01-30T05:41:05Z,TypeScript
hammerjs/hammer.js,A javascript library for multi-touch gestures :// You can touch this,23827,2709,2012-03-02T12:58:28Z,2024-01-30T01:32:27Z,JavaScript
withfig/autocomplete,IDE-style autocomplete for your existing terminal & shell,23771,5299,2020-09-29T02:21:06Z,2024-01-30T05:16:38Z,TypeScript
neoclide/coc.nvim,"Nodejs extension host for vim & neovim, load extensions like VSCode and host language servers.",23681,996,2018-05-01T22:39:02Z,2024-01-30T02:03:39Z,TypeScript
FuelLabs/fuels-ts,Fuel Network Typescript SDK,23603,703,2021-09-03T18:11:03Z,2024-01-30T05:48:23Z,TypeScript
OpenZeppelin/openzeppelin-contracts,OpenZeppelin Contracts is a library for secure smart contract development.,23554,11828,2016-08-01T20:54:54Z,2024-01-29T21:37:29Z,JavaScript
dimsemenov/PhotoSwipe,"JavaScript image gallery for mobile and desktop, modular, framework independent",23543,3415,2011-04-07T05:46:29Z,2024-01-29T20:28:39Z,JavaScript
zloirock/core-js,Standard Library,23500,1703,2013-07-17T16:32:27Z,2024-01-29T20:57:28Z,JavaScript
doczjs/docz,✍ It has never been so easy to document your things!,23474,1502,2018-03-17T04:24:10Z,2024-01-30T04:19:11Z,TypeScript
marmelab/react-admin,"A frontend Framework for building data-driven applications running on top of REST/GraphQL APIs, using TypeScript, React and Material Design",23465,5157,2016-07-13T07:58:54Z,2024-01-30T05:25:18Z,TypeScript
ramda/ramda,:ram: Practical functional Javascript,23446,1532,2013-06-21T20:32:35Z,2024-01-29T23:04:55Z,JavaScript
tailwindlabs/headlessui,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",23445,983,2020-09-16T09:53:09Z,2024-01-29T21:38:56Z,TypeScript
TanStack/table,"🤖 Headless UI for building powerful tables & datagrids for TS/JS -  React-Table, Vue-Table, Solid-Table, Svelte-Table",23444,2988,2016-10-20T17:25:08Z,2024-01-30T05:05:00Z,TypeScript
NativeScript/NativeScript,"⚡ Empowering JavaScript with native platform APIs. ✨ Best of all worlds (TypeScript, Swift, Objective C, Kotlin, Java). Use what you love ❤️ Angular, Capacitor, Ionic, React, Solid, Svelte, Vue with: SwiftUI, Jetpack Compose, Flutter and you name it compatible.",23432,1708,2015-03-01T09:47:08Z,2024-01-29T23:31:55Z,TypeScript
pure-css/pure,"A set of small, responsive CSS modules that you can use in every web project.",23300,2606,2013-04-22T16:16:39Z,2024-01-29T17:29:20Z,JavaScript
mantinedev/mantine,A fully featured React components library,23182,1680,2021-01-07T14:02:19Z,2024-01-30T05:45:35Z,TypeScript
goldbergyoni/javascript-testing-best-practices,📗🌐 🚢 Comprehensive and exhaustive JavaScript & Node.js testing best practices (July 2023),23173,2066,2019-07-04T11:08:12Z,2024-01-30T03:16:19Z,JavaScript
reduxjs/react-redux,Official React bindings for Redux,23125,3417,2015-07-11T17:32:01Z,2024-01-29T23:15:06Z,TypeScript
react-navigation/react-navigation,Routing and navigation for your React Native apps,23071,5033,2017-01-26T19:51:40Z,2024-01-30T02:55:30Z,TypeScript
homebridge/homebridge,HomeKit support for the impatient.,23018,2020,2014-12-01T16:37:39Z,2024-01-30T03:47:33Z,TypeScript
ueberdosis/tiptap,The headless rich text editor framework for web artisans.,22769,1947,2018-08-20T19:58:58Z,2024-01-30T04:15:34Z,TypeScript
balderdashy/sails,Realtime MVC Framework for Node.js,22750,2007,2012-03-18T19:46:15Z,2024-01-30T04:12:59Z,JavaScript
highlightjs/highlight.js,JavaScript syntax highlighter with language auto-detection and zero dependencies.,22703,3619,2011-01-01T23:47:21Z,2024-01-29T19:38:16Z,JavaScript
ovity/octotree,GitHub on steroids,22621,1927,2014-05-09T18:15:20Z,2024-01-30T00:33:22Z,JavaScript
goldfire/howler.js,Javascript audio library for the modern web.,22600,2260,2013-01-28T16:47:12Z,2024-01-30T05:33:34Z,JavaScript
outline/outline,"The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible.",22563,1850,2016-05-22T21:31:47Z,2024-01-30T04:34:55Z,TypeScript
facebookarchive/draft-js,A React framework for building text editors.,22553,2722,2016-02-19T20:18:26Z,2024-01-30T05:32:54Z,JavaScript
ai/nanoid,"A tiny (109 bytes), secure, URL-friendly, unique string ID generator for JavaScript",22544,810,2017-08-05T05:24:35Z,2024-01-30T05:16:07Z,JavaScript
refined-github/refined-github,:octocat: Browser extension that simplifies the GitHub interface and adds useful features,22525,1557,2016-02-15T16:45:02Z,2024-01-30T02:51:06Z,TypeScript
redux-saga/redux-saga,An alternative side effect model for Redux apps,22500,2065,2015-11-29T16:58:12Z,2024-01-29T15:18:01Z,JavaScript
youzan/vant,"A lightweight, customizable Vue UI library for mobile web apps.",22481,9547,2017-04-19T07:55:31Z,2024-01-30T04:47:07Z,TypeScript
usablica/intro.js,"Lightweight, user-friendly onboarding tour library",22460,2646,2013-03-10T15:12:45Z,2024-01-30T05:24:12Z,TypeScript
element-plus/element-plus,🎉 A Vue.js 3 UI Library made by Element team,22444,12783,2020-07-21T06:51:19Z,2024-01-30T03:31:09Z,TypeScript
emberjs/ember.js,Ember.js - A JavaScript framework for creating ambitious web applications,22433,4369,2011-05-25T23:39:40Z,2024-01-29T22:15:40Z,JavaScript
conwnet/github1s,One second to read GitHub code with VS Code.,22414,857,2019-06-16T09:55:25Z,2024-01-30T05:16:19Z,TypeScript
kriasoft/react-starter-kit,The web's most popular Jamstack front-end template (boilerplate) for building web applications with React,22382,4224,2014-04-16T13:08:18Z,2024-01-29T04:12:31Z,TypeScript
mochajs/mocha,"☕️ simple, flexible, fun javascript test framework for node.js & the browser",22371,3098,2011-03-07T18:44:25Z,2024-01-30T05:25:32Z,JavaScript
t4t5/sweetalert,"A beautiful replacement for JavaScript's ""alert""",22340,2950,2014-09-30T11:12:48Z,2024-01-30T02:27:18Z,TypeScript
Molunerfinn/PicGo,:rocket:A simple & beautiful tool for pictures uploading built by vue-cli-electron-builder,22338,2205,2017-12-12T08:39:44Z,2024-01-30T03:19:28Z,TypeScript
electron-react-boilerplate/electron-react-boilerplate,A Foundation for Scalable Cross-Platform Apps,22337,3820,2015-05-18T09:54:57Z,2024-01-30T03:35:58Z,TypeScript
validatorjs/validator.js,String validation,22292,2300,2010-10-06T06:58:48Z,2024-01-30T03:10:48Z,JavaScript
upscayl/upscayl,"🆙 Upscayl - Free and Open Source AI Image Upscaler for Linux, MacOS and Windows built with Linux-First philosophy.",22262,974,2022-07-30T17:19:20Z,2024-01-30T04:14:00Z,TypeScript
vuejs/vuepress,📝 Minimalistic Vue-powered static site generator,22195,4858,2018-04-05T16:58:38Z,2024-01-30T01:45:26Z,JavaScript
oldj/SwitchHosts,Switch hosts quickly!,22140,2413,2011-09-02T09:38:09Z,2024-01-30T03:58:24Z,TypeScript
react-bootstrap/react-bootstrap,Bootstrap components built with React,22099,3649,2013-12-27T19:06:07Z,2024-01-29T11:15:44Z,TypeScript
